region,scene_id,scene_file,scene_time,path,repository_relative_path,pace_repository_url,west,east,north,south,width,height,bands,wavelength_min_nm,wavelength_max_nm
R3_Indian_Ocean_B3,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_B3\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B3/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,59.220211029052734,64.7918852774567,-0.322591632604599,-5.623420605044485,432,411,167,380.0,719.0
R3_Indian_Ocean_B4,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_B4\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B4/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,64.21073913574219,69.80293879351494,-0.1822919100522995,-5.796041470167137,519,521,167,380.0,719.0
R3_Indian_Ocean_C2,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_C2\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_C2/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,54.73409271240234,59.3871108420398,0.2572740912437439,-2.233073640111513,213,114,167,380.0,719.0
R3_Indian_Ocean_C3,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_C3\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_C3/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,59.5745849609375,64.57151115865585,1.1586520671844482,-2.3653509813442004,363,256,167,380.0,719.0
R3_Indian_Ocean_C4,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_C4\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_C4/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,64.38648223876953,69.7885077889342,2.2399497032165527,-2.515126679263721,501,441,167,380.0,719.0
R3_Indian_Ocean_A1,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,49.28219985961914,54.75885748717289,-4.4181318283081055,-9.52138098125592,396,369,167,380.0,719.0
R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,54.23868942260742,59.80817097390239,-4.260164737701416,-9.704871753223992,491,480,167,380.0,719.0
R3_Indian_Ocean_A3,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A3\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A3/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,59.195438385009766,64.84312609373535,-4.1006364822387695,-9.887201757572363,488,500,167,380.0,719.0
R3_Indian_Ocean_A4,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A4\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A4/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,64.16110229492188,69.88356034065089,-3.936654567718506,-10.04537853153423,400,427,167,380.0,719.0
R3_Indian_Ocean_B1,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_B1\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B1/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,49.245697021484375,54.775809200191496,-0.3549129664897918,-5.574040841748833,409,386,167,380.0,719.0
