sample_index_202,sample_uid,timestamp,sample_time,latitude,longitude,match_status,pace_match_status,scene_region,scene_id,scene_file,scene_time,image_path,repository_relative_path,pace_repository_url,time_delta_hours,abs_time_delta_hours,pixel_center_latitude,pixel_center_longitude,point_to_pixel_center_km,valid_spectrum
96,paceera_agg|81,20250112T07:25:04,2025-01-12T07:25:04,-3.911,60.263,matched,matched_to_pace_scene,R3_Indian_Ocean_B3,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_B3\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B3/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.0486111111111112,1.0486111111111112,-3.914515887652065,60.25845125358171,0.6383431999283565,False
97,paceera_agg|82,20250112T07:25:04,2025-01-12T07:25:04,-3.911,60.263,matched,matched_to_pace_scene,R3_Indian_Ocean_B3,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_B3\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B3/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.0486111111111112,1.0486111111111112,-3.914515887652065,60.25845125358171,0.6383431999283565,False
98,paceera_agg|83,20250112T07:29:43,2025-01-12T07:29:43,-3.911,60.263,matched,matched_to_pace_scene,R3_Indian_Ocean_B3,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_B3\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B3/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,0.9711111111111111,0.9711111111111111,-3.914515887652065,60.25845125358171,0.6383431999283565,False
99,paceera_agg|84,20250112T07:29:43,2025-01-12T07:29:43,-3.911,60.263,matched,matched_to_pace_scene,R3_Indian_Ocean_B3,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_B3\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B3/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,0.9711111111111111,0.9711111111111111,-3.914515887652065,60.25845125358171,0.6383431999283565,False
100,paceera_agg|85,20250112T07:29:43,2025-01-12T07:29:43,-3.911,60.263,matched,matched_to_pace_scene,R3_Indian_Ocean_B3,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_B3\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B3/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,0.9711111111111111,0.9711111111111111,-3.914515887652065,60.25845125358171,0.6383431999283565,False
101,paceera_agg|86,20250112T07:29:43,2025-01-12T07:29:43,-3.911,60.263,matched,matched_to_pace_scene,R3_Indian_Ocean_B3,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_B3\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B3/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,0.9711111111111111,0.9711111111111111,-3.914515887652065,60.25845125358171,0.6383431999283565,False
102,paceera_agg|124,20250112T10:36:00,2025-01-12T10:36:00,-4.144,59.905,matched,matched_to_pace_scene,R3_Indian_Ocean_B3,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_B3\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B3/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-2.133611111111111,2.133611111111111,-4.146668981335564,59.910221613056464,0.6507167412924433,False
103,paceera_agg|125,20250112T10:36:00,2025-01-12T10:36:00,-4.144,59.905,matched,matched_to_pace_scene,R3_Indian_Ocean_B3,PACE_OCI.20250112T082759,PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-12T08:27:59,E:\Rrs\R3_Indian_Ocean_B3\PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_B3/PACE_OCI.20250112T082759.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-2.133611111111111,2.133611111111111,-4.146668981335564,59.910221613056464,0.6507167412924433,False
104,paceera_agg|126,20250113T06:20:00,2025-01-13T06:20:00,-6.183,56.799,matched,matched_to_pace_scene,R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,2.710277777777778,2.710277777777778,-6.182826902557826,56.79656740594147,0.2696070033464894,True
105,paceera_agg|127,20250113T06:20:00,2025-01-13T06:20:00,-6.183,56.799,matched,matched_to_pace_scene,R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,2.710277777777778,2.710277777777778,-6.182826902557826,56.79656740594147,0.2696070033464894,True
106,paceera_agg|87,20250113T07:56:09,2025-01-13T07:56:09,-6.187,56.799,matched,matched_to_pace_scene,R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.1077777777777778,1.1077777777777778,-6.182826902557826,56.79656740594147,0.5363196959210115,True
107,paceera_agg|88,20250113T07:56:09,2025-01-13T07:56:09,-6.187,56.799,matched,matched_to_pace_scene,R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.1077777777777778,1.1077777777777778,-6.182826902557826,56.79656740594147,0.5363196959210115,True
108,paceera_agg|89,20250113T08:04:19,2025-01-13T08:04:19,-6.187,56.799,matched,matched_to_pace_scene,R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,0.9716666666666668,0.9716666666666668,-6.182826902557826,56.79656740594147,0.5363196959210115,True
109,paceera_agg|90,20250113T08:04:19,2025-01-13T08:04:19,-6.187,56.799,matched,matched_to_pace_scene,R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,0.9716666666666668,0.9716666666666668,-6.182826902557826,56.79656740594147,0.5363196959210115,True
110,paceera_agg|91,20250113T08:04:19,2025-01-13T08:04:19,-6.187,56.799,matched,matched_to_pace_scene,R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,0.9716666666666668,0.9716666666666668,-6.182826902557826,56.79656740594147,0.5363196959210115,True
111,paceera_agg|92,20250113T08:04:19,2025-01-13T08:04:19,-6.187,56.799,matched,matched_to_pace_scene,R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,0.9716666666666668,0.9716666666666668,-6.182826902557826,56.79656740594147,0.5363196959210115,True
112,paceera_agg|128,20250113T11:34:00,2025-01-13T11:34:00,-6.398,56.483,matched,matched_to_pace_scene,R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-2.523055555555556,2.523055555555556,-6.3983465552555945,56.47895949670265,0.4481455722853384,False
113,paceera_agg|129,20250113T11:34:00,2025-01-13T11:34:00,-6.398,56.483,matched,matched_to_pace_scene,R3_Indian_Ocean_A2,PACE_OCI.20250113T090237,PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-13T09:02:37,E:\Rrs\R3_Indian_Ocean_A2\PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A2/PACE_OCI.20250113T090237.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-2.523055555555556,2.523055555555556,-6.3983465552555945,56.47895949670265,0.4481455722853384,False
114,paceera_agg|104,20250114T06:21:00,2025-01-14T06:21:00,-7.64,53.655,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250114T093720,PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-14T09:37:20,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,3.272222222222222,3.272222222222222,-7.642809279364729,53.65987124103443,0.621116550884685,True
115,paceera_agg|105,20250114T06:21:00,2025-01-14T06:21:00,-7.64,53.655,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250114T093720,PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-14T09:37:20,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,3.272222222222222,3.272222222222222,-7.642809279364729,53.65987124103443,0.621116550884685,True
116,paceera_agg|93,20250114T07:38:55,2025-01-14T07:38:55,-7.64,53.655,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250114T093720,PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-14T09:37:20,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.9736111111111112,1.9736111111111112,-7.642809279364729,53.65987124103443,0.621116550884685,True
117,paceera_agg|94,20250114T07:38:55,2025-01-14T07:38:55,-7.64,53.655,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250114T093720,PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-14T09:37:20,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.9736111111111112,1.9736111111111112,-7.642809279364729,53.65987124103443,0.621116550884685,True
118,paceera_agg|95,20250114T07:47:09,2025-01-14T07:47:09,-7.64,53.655,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250114T093720,PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-14T09:37:20,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.8363888888888888,1.8363888888888888,-7.642809279364729,53.65987124103443,0.621116550884685,True
119,paceera_agg|96,20250114T07:47:09,2025-01-14T07:47:09,-7.64,53.655,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250114T093720,PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-14T09:37:20,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.8363888888888888,1.8363888888888888,-7.642809279364729,53.65987124103443,0.621116550884685,True
120,paceera_agg|97,20250114T07:47:09,2025-01-14T07:47:09,-7.64,53.655,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250114T093720,PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-14T09:37:20,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.8363888888888888,1.8363888888888888,-7.642809279364729,53.65987124103443,0.621116550884685,True
121,paceera_agg|106,20250114T11:37:00,2025-01-14T11:37:00,-7.803,53.278,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250114T093720,PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-14T09:37:20,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-1.9944444444444445,1.9944444444444445,-7.807904985159979,53.27464792751218,0.6586656495196879,True
122,paceera_agg|107,20250114T11:37:00,2025-01-14T11:37:00,-7.803,53.278,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250114T093720,PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-14T09:37:20,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250114T093720.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-1.9944444444444445,1.9944444444444445,-7.807904985159979,53.27464792751218,0.6586656495196879,True
123,paceera_agg|108,20250115T06:03:00,2025-01-15T06:03:00,-9.163,49.998,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250115T101203,PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-15T10:12:03,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,4.150833333333333,4.150833333333333,-9.156792205894668,50.00290596288962,0.8755173818160304,False
124,paceera_agg|109,20250115T06:03:00,2025-01-15T06:03:00,-9.163,49.998,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250115T101203,PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-15T10:12:03,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,4.150833333333333,4.150833333333333,-9.156792205894668,50.00290596288962,0.8755173818160304,False
125,paceera_agg|100,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250115T101203,PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-15T10:12:03,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.784166666666667,1.784166666666667,-9.156792205894668,50.00290596288962,0.8755173818160304,False
126,paceera_agg|101,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250115T101203,PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-15T10:12:03,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.784166666666667,1.784166666666667,-9.156792205894668,50.00290596288962,0.8755173818160304,False
127,paceera_agg|102,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250115T101203,PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-15T10:12:03,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.784166666666667,1.784166666666667,-9.156792205894668,50.00290596288962,0.8755173818160304,False
128,paceera_agg|103,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250115T101203,PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-15T10:12:03,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.784166666666667,1.784166666666667,-9.156792205894668,50.00290596288962,0.8755173818160304,False
129,paceera_agg|98,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250115T101203,PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-15T10:12:03,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.784166666666667,1.784166666666667,-9.156792205894668,50.00290596288962,0.8755173818160304,False
130,paceera_agg|99,20250115T08:25:00,2025-01-15T08:25:00,-9.163,49.998,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250115T101203,PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-15T10:12:03,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,1.784166666666667,1.784166666666667,-9.156792205894668,50.00290596288962,0.8755173818160304,False
131,paceera_agg|110,20250115T11:33:00,2025-01-15T11:33:00,-9.557,49.514,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250115T101203,PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-15T10:12:03,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-1.3491666666666666,1.3491666666666666,-9.557060374539034,49.51368931232428,0.0347226265981735,False
132,paceera_agg|111,20250115T11:33:00,2025-01-15T11:33:00,-9.557,49.514,matched,matched_to_pace_scene,R3_Indian_Ocean_A1,PACE_OCI.20250115T101203,PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,2025-01-15T10:12:03,E:\Rrs\R3_Indian_Ocean_A1\PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R3_Indian_Ocean_A1/PACE_OCI.20250115T101203.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-1.3491666666666666,1.3491666666666666,-9.557060374539034,49.51368931232428,0.0347226265981735,False
133,paceera_agg|5,20250116T20:05:00,2025-01-16T20:05:00,34.2828,-119.5658,unmatched,no_matching_pace_scene,,,,,,,,,,,,,
134,paceera_agg|6,20250116T20:29:00,2025-01-16T20:29:00,34.2987,-119.54699999999998,unmatched,no_matching_pace_scene,,,,,,,,,,,,,
135,paceera_agg|7,20250116T21:15:00,2025-01-16T21:15:00,34.3561,-119.614,unmatched,no_matching_pace_scene,,,,,,,,,,,,,
136,paceera_agg|8,20250124T19:40:00,2025-01-24T19:40:00,34.2977,-119.8196,unmatched,no_matching_pace_scene,,,,,,,,,,,,,
137,paceera_agg|171,20250403T17:45:00,2025-04-03T17:45:00,17.2042,-24.7331,matched,matched_to_pace_scene,R4_East_Atlantic_A1,PACE_OCI.20250403T150629,PACE_OCI.20250403T150629.V3_L2_Rrs_L2GEN_MTS.tiff,2025-04-03T15:06:29,E:\Rrs\R4_East_Atlantic_A1\PACE_OCI.20250403T150629.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R4_East_Atlantic_A1/PACE_OCI.20250403T150629.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-2.6419444444444444,2.6419444444444444,17.199843042401277,-24.73818261898533,0.7253862634649418,False
138,paceera_agg|172,20250403T17:45:00,2025-04-03T17:45:00,17.2042,-24.7331,matched,matched_to_pace_scene,R4_East_Atlantic_A1,PACE_OCI.20250403T150629,PACE_OCI.20250403T150629.V3_L2_Rrs_L2GEN_MTS.tiff,2025-04-03T15:06:29,E:\Rrs\R4_East_Atlantic_A1\PACE_OCI.20250403T150629.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R4_East_Atlantic_A1/PACE_OCI.20250403T150629.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-2.6419444444444444,2.6419444444444444,17.199843042401277,-24.73818261898533,0.7253862634649418,False
139,paceera_agg|173,20250403T20:45:00,2025-04-03T20:45:00,17.6169,-24.2051,matched,matched_to_pace_scene,R4_East_Atlantic_A1,PACE_OCI.20250403T150629,PACE_OCI.20250403T150629.V3_L2_Rrs_L2GEN_MTS.tiff,2025-04-03T15:06:29,E:\Rrs\R4_East_Atlantic_A1\PACE_OCI.20250403T150629.V3_L2_Rrs_L2GEN_MTS.tiff,Rrs/R4_East_Atlantic_A1/PACE_OCI.20250403T150629.V3_L2_Rrs_L2GEN_MTS.tiff,<PACE_IMAGE_REPOSITORY_URL>,-5.641944444444444,5.641944444444444,17.62049145430001,-24.206186098054584,0.4156091054961635,False
